user_id,meal_id,rating,consumed,meal_type
306,1116,2.0,0,dinner
214,958,2.0,0,lunch
113,1208,2.5,0,dinner
907,1528,4.0,1,snack
889,852,3.0,1,lunch
873,827,2.5,0,lunch
776,1203,3.5,0,dinner
592,637,4.0,1,lunch
212,1629,5.0,0,snack
216,710,4.0,1,lunch
757,1786,1.0,0,snack
128,1997,4.0,1,snack
935,1515,3.0,1,snack
743,1940,3.5,1,snack
421,1630,3.5,1,snack
234,326,3.0,1,breakfast
427,665,2.5,0,lunch
363,641,1.0,0,lunch
810,1516,3.5,1,snack
303,1028,5.0,1,dinner
802,1372,4.0,1,dinner
818,382,3.0,1,breakfast
826,831,1.0,0,lunch
69,386,2.0,0,breakfast
982,523,4.0,1,lunch
942,1031,4.5,1,dinner
784,410,3.0,1,breakfast
598,823,2.5,0,lunch
708,349,4.0,1,breakfast
230,1692,1.0,0,snack
624,1010,2.5,0,dinner
43,1388,3.5,0,dinner
621,1134,1.0,0,dinner
270,211,4.0,1,breakfast
769,1410,1.5,0,dinner
349,71,3.0,1,breakfast
294,170,3.0,1,breakfast
310,1439,2.0,0,dinner
397,1856,4.0,1,snack
812,903,3.0,1,lunch
831,1376,1.0,0,dinner
159,743,3.0,1,lunch
555,1320,3.5,1,dinner
212,529,2.5,0,lunch
394,26,2.5,0,breakfast
188,1725,1.5,0,snack
198,1125,2.5,0,dinner
223,516,3.0,1,lunch
440,1540,4.0,1,snack
183,1748,2.0,0,snack
758,33,2.0,0,breakfast
405,1150,3.0,1,dinner
647,127,2.0,0,breakfast
625,1910,3.0,1,snack
462,1267,1.0,0,dinner
0,1262,3.0,1,dinner
731,1639,5.0,0,snack
817,1300,3.0,1,dinner
103,344,1.0,0,breakfast
13,1703,4.0,1,snack
541,456,1.0,0,breakfast
405,308,1.0,0,breakfast
159,843,1.5,0,lunch
533,421,2.5,0,breakfast
945,1638,5.0,1,snack
232,679,1.0,0,lunch
232,1540,1.5,0,snack
680,1949,1.0,0,snack
435,334,2.5,0,breakfast
940,771,3.0,1,lunch
239,310,3.5,0,breakfast
128,780,1.0,0,lunch
325,789,3.0,1,lunch
627,770,3.5,1,lunch
709,848,1.5,0,lunch
967,1670,1.0,0,snack
817,9,2.5,0,breakfast
534,94,4.0,1,breakfast
449,1243,4.5,1,dinner
710,1997,1.5,0,snack
796,1533,1.5,0,snack
104,369,2.0,0,breakfast
748,1604,3.0,1,snack
82,1555,2.5,0,snack
618,840,2.5,0,lunch
330,609,1.5,0,lunch
920,743,4.0,1,lunch
136,1802,2.0,0,snack
740,1384,1.0,0,dinner
743,530,3.0,1,lunch
567,1892,4.5,1,snack
907,663,3.0,1,lunch
21,1454,2.5,0,dinner
297,1797,3.0,1,snack
121,123,3.0,1,breakfast
878,1729,2.5,0,snack
893,1058,3.5,0,dinner
437,1435,3.5,0,dinner
106,982,4.0,1,lunch
750,1515,3.5,1,snack
271,1167,3.0,0,dinner
227,544,3.0,0,lunch
247,1431,5.0,1,dinner
523,979,4.0,1,lunch
93,1438,4.5,1,dinner
151,1545,2.5,0,snack
37,1450,4.0,0,dinner
525,741,2.0,0,lunch
131,1175,1.0,0,dinner
373,1898,3.5,1,snack
607,17,2.0,0,breakfast
878,593,3.0,0,lunch
800,454,1.0,0,breakfast
159,1110,1.5,0,dinner
400,461,2.0,0,breakfast
5,1619,5.0,0,snack
249,1689,3.0,0,snack
796,272,3.0,1,breakfast
318,1105,2.5,0,dinner
345,248,4.0,0,breakfast
933,1890,3.0,1,snack
531,1806,3.0,1,snack
294,295,3.5,1,breakfast
804,31,1.5,0,breakfast
554,1982,3.0,1,snack
65,520,2.5,0,lunch
229,732,2.5,0,lunch
539,1865,3.0,1,snack
832,396,2.5,0,breakfast
275,232,2.0,0,breakfast
615,1459,4.5,0,dinner
772,1951,4.0,1,snack
74,282,3.5,0,breakfast
148,1173,4.5,1,dinner
445,1819,3.0,1,snack
173,13,3.0,1,breakfast
72,1758,3.0,1,snack
845,1787,3.0,1,snack
354,1582,3.0,1,snack
882,1031,3.5,1,dinner
790,542,4.0,1,lunch
21,1661,2.5,0,snack
402,968,4.0,1,lunch
723,1488,2.5,0,dinner
163,1159,3.0,1,dinner
926,790,3.5,1,lunch
817,1325,5.0,0,dinner
659,911,4.0,1,lunch
541,529,4.5,1,lunch
56,1892,1.0,0,snack
304,521,3.0,1,lunch
225,1757,2.5,0,snack
835,488,1.0,0,breakfast
554,1886,5.0,1,snack
381,1446,4.0,1,dinner
984,1142,2.0,0,dinner
213,564,1.5,0,lunch
913,628,3.0,1,lunch
842,1065,2.5,0,dinner
247,1636,4.5,0,snack
448,83,3.0,1,breakfast
980,1210,1.5,0,dinner
524,1246,3.5,1,dinner
172,1345,2.5,0,dinner
706,1363,2.0,0,dinner
328,1903,4.0,1,snack
24,1587,2.0,0,snack
51,843,3.0,1,lunch
571,727,2.0,0,lunch
708,787,2.5,0,lunch
852,1,3.5,0,breakfast
939,42,3.5,0,breakfast
488,1583,2.5,0,snack
639,1412,1.0,0,dinner
197,201,1.0,0,breakfast
749,643,3.0,1,lunch
500,1307,4.0,1,dinner
194,1211,2.0,0,dinner
